id,toxic,severe_toxic,obscene,threat,insult,identity_hate
Scheisser_Soze,0.11187656501473692,0.011289423566459409,0.05420892304029759,0.003912009685716131,0.051162753525020206,0.014546861251370582
LGRW_16,0.1424655624325699,0.009066511685225405,0.058836846271078665,0.0038937334050645903,0.05690498535000861,0.013061842838156106
 ,0.05155150422577708,0.008129666244560546,0.033506959128924735,0.0033531120110518627,0.028653637555474468,0.008030926057001396
wanderingblue,0.44739843900313225,0.03717611084242008,0.33557057841340787,0.005746612019656598,0.20084757457543564,0.021386605522189118
Yellow-5-Son,0.15609853950052874,0.007043505301551283,0.04044887359829015,0.003302264940697435,0.047782653244302545,0.010175056204208149
 ,0.2345346797351294,0.010714540728102935,0.07413560060151451,0.0038910245947192073,0.06258648180858538,0.010070364512586374
maikcollos,0.3905092281684393,0.017516846684017616,0.14339282468784878,0.0047972647045390025,0.16855367185438985,0.018444940378816464
Quaddro21,0.14296378682064395,0.007884043793356122,0.05368547469707627,0.003480846387281759,0.05894009930908719,0.008922400367800856
 ,0.11224614873073725,0.009248409460778656,0.058121134655874374,0.003552361427103962,0.05385220785590455,0.01043544815715816
 ,0.05155150422577708,0.008129666244560546,0.033506959128924735,0.0033531120110518627,0.028653637555474468,0.008030926057001396
 ,0.11521731969593207,0.011537590748791179,0.05136562593191711,0.003947437664594982,0.05120457054123523,0.011801446529151143
 ,0.10076273021317142,0.008040076992067388,0.03782492844575073,0.0037210686394234796,0.0407705049185237,0.010227829693809093
 ,0.05155150422577708,0.008129666244560546,0.033506959128924735,0.0033531120110518627,0.028653637555474468,0.008030926057001396
 ,0.33157515306911106,0.019907166013687833,0.1908856512719233,0.005613490823685345,0.1245749961710542,0.015772958355575097
Billy_Badass123,0.4698877995113519,0.015881562601781505,0.24236569441767708,0.004603602831881224,0.1935421556417904,0.013913288780771891
